11/19 8/11	そうやな、キツイやろな
20:53	あすか 11/19 8/11	これ2万はきつい？
21:43	ゆうげん	無理無理
21:49	あすか 11/19 8/11	だよな！
21:49	あすか 11/19 8/11	[写真]
21:49	あすか 11/19 8/11	[写真]
21:49	あすか 11/19 8/11	[写真]
21:49	あすか 11/19 8/11	[写真]
21:49	あすか 11/19 8/11	[写真]
21:49	あすか 11/19 8/11	[写真]
21:49	あすか 11/19 8/11	[写真]
21:49	あすか 11/19 8/11	[写真]
21:49	あすか 11/19 8/11	ハロウィン第1弾

2023/09/13(水)
06:49	ゆうげん	かわいいやん
08:15	ゆうげん	おはよう
08:15	ゆうげん	体調も昨日の時点で回復してたわ
11:18	あすか 11/19 8/11	今またコロナもインフルも流行っててそこらじゅうの学校とか幼稚園保育園とかで学級閉鎖クラス閉鎖出てるらしい
11:19	あすか 11/19 8/11	気をつけてな
11:22	ゆうげん	もちろん
11:22	ゆうげん	念には念を入れる
11:44	あすか 11/19 8/11	みんなマスクせんなったりしてるけど、コロナのせいで免疫力落ちてるから一気に流行ってるんやろな、、
11:44	あすか 11/19 8/11	[写真]
11:44	あすか 11/19 8/11	[写真]
11:44	あすか 11/19 8/11	[写真]
11:44	あすか 11/19 8/11	敬老の日のプレゼントできた
11:45	ゆうげん	かわいい
11:45	あすか 11/19 8/11	でもこれだけやとなんか寂しいからナギになんか描かせようかな〜
11:45	ゆうげん	似顔絵かな
11:47	あすか 11/19 8/11	飽きずに描いてくれるかわからんけどw
11:48	ゆうげん	ナギのタスクおおい
11:48	ゆうげん	働き者や
11:51	あすか 11/19 8/11	うちの父と母とじぃばぁは手渡しできるけど、お義母さんとお義父さんには送らなあかんな
11:52	あすか 11/19 8/11	16日発送で18日着くかな
11:52	ゆうげん	またよることないか聞いてみるわ
11:52	ゆうげん	あ
11:52	ゆうげん	送らないと間に合わんのか
11:52	あすか 11/19 8/11	9/18が敬老の日
11:52	ゆうげん	余裕で着くと思うけど
11:52	ゆうげん	溶けないか心配
11:52	あすか 11/19 8/11	そうよな、チョコレートやから…どうやって送ろ
11:55	ゆうげん	クール便か
11:55	ゆうげん	取りに来てもらうか
11:55	ゆうげん	ははに
12:00	あすか 11/19 8/11	取りに来てもらうのはなんかちゃうやろ、敬老の日のプレゼント渡すために足運んでもらうて、、
12:01	ゆうげん	うむ
12:01	ゆうげん	なら送るしかないか
12:02	ゆうげん	来た時なにびんやった?
12:02	ゆうげん	クール便?
12:02	あすか 11/19 8/11	クール便かな？
12:02	あすか 11/19 8/11	冷たかったのは冷たかった
12:07	ゆうげん	ならクール便でおくらないと
12:07	ゆうげん	ヤマト呼べるで
15:05	あすか 11/19 8/11	とりあえず16日には出せるようにしないとなー
19:28	ゆうげん	うむ
19:43	ゆうげん	俺が帰って送れるようにしよう

2023/09/14(木)
07:56	あすか 11/19 8/11	なぎに絵描いてもらっとかないと
08:03	ゆうげん	今日明日で
08:03	ゆうげん	お願いします
08:06	あすか 11/19 8/11	描く気分になれば
09:13	ゆうげん	体調大丈夫?
09:13	ゆうげん	その後出血など
09:29	あすか 11/19 8/11	子宮が痛い気がする時はあったけど出血は止まってるっぽいー
09:51	ゆうげん	よかった
09:51	ゆうげん	違和感あったら
09:51	ゆうげん	すぐ病院相談したりしてな
09:51	ゆうげん	お金は一旦気にせず
09:55	あすか 11/19 8/11	うん、とりあえず来週火曜日また検診やからちゃんと診てもらってくる
09:55	ゆうげん	うん
09:55	ゆうげん	お願いします
10:00	あすか 11/19 8/11	[写真]
10:00	あすか 11/19 8/11	[写真]
10:00	あすか 11/19 8/11	[写真]
10:00	あすか 11/19 8/11	[写真]
10:00	あすか 11/19 8/11	[写真]
10:00	あすか 11/19 8/11	[写真]
10:00	あすか 11/19 8/11	[写真]
10:00	あすか 11/19 8/11	[写真]
10:00	あすか 11/19 8/11	[写真]
10:00	あすか 11/19 8/11	[写真]
10:00	あすか 11/19 8/11	[写真]
10:01	あすか 11/19 8/11	[写真]
10:01	あすか 11/19 8/11	[写真]
10:01	あすか 11/19 8/11	[写真]
10:01	あすか 11/19 8/11	[写真]
10:01	あすか 11/19 8/11	[写真]
10:01	あすか 11/19 8/11	この真ん中の子の格好可愛すぎる
10:05	ゆうげん	[写真]
10:05	ゆうげん	[写真]
10:09	ゆうげん	ポンチョっぽいやつやったかぁ
10:09	ゆうげん	[写真]
10:09	ゆうげん	[写真]
10:09	ゆうげん	この4つのいずれかかな
10:15	あすか 11/19 8/11	やな
10:16	あすか 11/19 8/11	私的には
10:16	あすか 11/19 8/11	[写真]
10:16	あすか 11/19 8/11	[写真]
10:16	あすか 11/19 8/11	この2つ！
10:16	あすか 11/19 8/11	後で欲しくなるやろなーて思うやつは
10:16	あすか 11/19 8/11	[写真]
10:16	あすか 11/19 8/11	[写真]
10:16	あすか 11/19 8/11	この2つ
14:05	ゆうげん	値段によるけど
14:05	ゆうげん	ふたつは買いたいね
14:05	ゆうげん	あすかのお金で
14:11	あすか 11/19 8/11	カーディガンもかわいい
14:12	あすか 11/19 8/11	子どもの服とか買うくらいしか楽しみないから全部買いたいけど無理やな
14:33	あすか 11/19 8/11	[写真]
14:33	あすか 11/19 8/11	これってリニューアルしたやつ？中にポケットついてる
14:34	あすか 11/19 8/11	出してって言ってたやつこれと同じやつ？
14:35	ゆうげん	うん
14:35	ゆうげん	これこれ
14:35	あすか 11/19 8/11	前8300で出してるけどそれでいい？
15:53	ゆうげん	うん
15:53	ゆうげん	いいよ
22:06	ゆうげん	この父親の
22:06	ゆうげん	阪神優勝テンションが
22:06	ゆうげん	なんか可愛い
22:06	ゆうげん	お父さんにお小遣いちゃうか!
22:06	ゆうげん	むねひさおじさん
22:49	あすか 11/19 8/11	子どもの頃はあったな、阪神優勝のお小遣い
22:55	ゆうげん	まだあるか聞いてみ
23:01	あすか 11/19 8/11	ないよ

2023/09/15(金)
10:46	あすか 11/19 8/11	集中力もたんから
10:46	あすか 11/19 8/11	とりあえず國松じぃじばぁばのやった
10:46	あすか 11/19 8/11	[写真]
10:46	あすか 11/19 8/11	[写真]
10:47	あすか 11/19 8/11	[写真]
11:34	ゆうげん	ええやん
11:34	ゆうげん	完璧や
11:34	ゆうげん	ちなみにどっちがどっちや
12:53	ゆうげん	[写真]
12:53	ゆうげん	ボルガクーファン後ちょっとで届く
13:10	あすか 11/19 8/11	青が國松じぃじでピンクが國松ばぁば
13:10	あすか 11/19 8/11	"今月中には届くか

木のユラユラする枠も買ったんやっけ？？"
14:54	あすか 11/19 8/11	[写真]
14:54	あすか 11/19 8/11	[写真]
14:55	あすか 11/19 8/11	これ絶対ナギ好きやし可愛いけどもう無さげ。。
15:00	ゆうげん	好きそうやなぁ
17:03	あすか 11/19 8/11	めっちゃ好きそうよなぁ
17:09	ゆうげん	いつ発売なん
17:09	ゆうげん	?
17:10	ゆうげん	今月には届くと思う
17:10	ゆうげん	連休
17:10	ゆうげん	"アカホンかトイザらスか
なんしかベビーカー見に行きたいな"
17:11	あすか 11/19 8/11	もう発売してもう無さげ
17:28	ゆうげん	あらま
17:29	ゆうげん	[写真]
17:29	ゆうげん	悲しいね
17:31	あすか 11/19 8/11	そう、メルカリにはね、あるのよ
17:31	あすか 11/19 8/11	これ絶対喜ぶやろうから買ってあげたいけど……秋服も冬服もほしいし……
17:40	ゆうげん	これちなみに定価いくらよ
17:43	あすか 11/19 8/11	[写真]
17:43	あすか 11/19 8/11	1650
17:48	ゆうげん	クソやん
17:48	ゆうげん	転売ヤー
17:48	ゆうげん	売れるのわかってるから
17:48	ゆうげん	もっと増産して欲しいよな
17:49	あすか 11/19 8/11	公式にないよな？ネットストア
17:49	ゆうげん	今見れてないけど
17:49	ゆうげん	まあないんやろうな
17:49	あすか 11/19 8/11	そもそもそのページが見つからんのよ
17:49	あすか 11/19 8/11	sold outの文字さえも見つけられへん、公式で
17:50	ゆうげん	商品ページすらないのね
17:50	あすか 11/19 8/11	販売してすぐ店舗も見に行ったけどなかった、このソフトクリームだけ
17:55	ゆうげん	転売屋からは買いたくないね
18:09	あすか 11/19 8/11	最近ナギに買ってあげたいスリーコインズ商品買われへんことばっかや
18:53	ゆうげん	うーむ
18:53	ゆうげん	あ
18:53	ゆうげん	Joshin今安いから
18:53	ゆうげん	なんか入り用なものないかな
19:16	あすか 11/19 8/11	Joshin……
19:16	あすか 11/19 8/11	なんかあるっけ
19:16	ゆうげん	ベビーカー売ってないかな
19:17	ゆうげん	チャイルドシートも
19:19	あすか 11/19 8/11	それは売ってないやろ
19:20	あすか 11/19 8/11	爪切りとかおしりふきとか体温計とかそういうのやったら売ってそうやけど
19:20	あすか 11/19 8/11	とりあえずアカチャンホンポとバースデイ日曜日とか月曜日とかで行かれへんか母に聞いてる
19:21	あすか 11/19 8/11	しまむらとかで私もパジャマ買い替えないとそろそろお腹しんどい
19:25	ゆうげん	出来たら日がいいな
19:25	ゆうげん	土曜車借りられへん？
19:26	ゆうげん	お昼とかだけでも
19:26	あすか 11/19 8/11	車借りる……また……
19:26	ゆうげん	あかんか
19:27	あすか 11/19 8/11	日曜日亮介が14:00までバイトやからそれまでに買い出しとかも終わらせとこかなって感じやし
19:27	ゆうげん	ふむ
19:27	ゆうげん	ついでか
19:27	あすか 11/19 8/11	日曜日アカチャンホンポとバースデイとスーパー……
19:27	あすか 11/19 8/11	キツい気もするけど
19:27	あすか 11/19 8/11	ナギも普段着数着ほしいしこれからの季節のパジャマも欲しい
19:27	あすか 11/19 8/11	西松屋とかでもいい
19:28	ゆうげん	ユニクロでもいいなら
19:28	ゆうげん	パジャマ買っとくで
19:28	ゆうげん	普段着も結構あるやん
19:28	ゆうげん	スウェットいっぱい持って帰ったで
19:29	あすか 11/19 8/11	これからの季節の普段着ないよ、スウェット……なんか結構アレやったよな
19:29	あすか 11/19 8/11	バースデイはとりあえずみたい
19:29	ゆうげん	あれってなんや
19:29	あすか 11/19 8/11	あんま私は好きじゃなかった
19:29	ゆうげん	普通のスウェットやん
19:29	あすか 11/19 8/11	派手めじゃない？
19:30	ゆうげん	全然
19:30	ゆうげん	文字だけやしシンプルよ
19:30	あすか 11/19 8/11	その文字の感じか好きじゃなかった、色とかも
19:30	ゆうげん	その代わりガシガシ使えるから
19:30	あすか 11/19 8/11	ちゃんと見てないけど
19:30	ゆうげん	散歩とか買い物にはもってこい
19:31	ゆうげん	デザインも悪くないよ
19:31	ゆうげん	俺が選んでるんやから
19:31	あすか 11/19 8/11	まぁどのみちバースデイでは数着ほしいしベビーとのお揃いとかも探してみたいし。
19:31	あすか 11/19 8/11	なんやそれ
19:31	ゆうげん	"納得しかないやん
俺が選ぶって"
19:33	あすか 11/19 8/11	ハテナ
19:34	あすか 11/19 8/11	あと母乳パッド使い捨てが良かったんやけど……使い捨てじゃないやつ買ったんやな
19:42	あすか 11/19 8/11	ユニクロより西松屋とかの方がナギのパジャマ安いからそっちみてみるわ
20:59	あすか 11/19 8/11	明日って朝何時くらいに家着く予定？
20:59	ゆうげん	9:00
20:59	あすか 11/19 8/11	あー、無理か
20:59	ゆうげん	何がや
21:01	あすか 11/19 8/11	明日父に車借りようと思ったんやけど8:40には家出て出かけるらしくて、それまでに鍵取りに来れるならーてゆってて
21:01	ゆうげん	ポストとか
21:01	あすか 11/19 8/11	それか今から鍵取りに来れるかー？て聞かれたけどもうナギも寝てて2人やから
21:01	ゆうげん	ガス栓のとことか
21:01	あすか 11/19 8/11	て話したら
21:01	ゆうげん	であれば取れるけど
21:01	あすか 11/19 8/11	今から持ってきてくれるってさ
21:02	ゆうげん	申し訳ねぇ
21:02	ゆうげん	俺の自転車で
21:03	ゆうげん	帰ってもらったら
21:03	ゆうげん	車で来てもらえる
21:05	あすか 11/19 8/11	？
21:06	ゆうげん	"鍵だけ届けに来るより
車ごと来て"
21:06	ゆうげん	チャリで帰ってもらったらいい
21:06	あすか 11/19 8/11	車ごと来るよ
21:12	あすか 11/19 8/11	車ごと来てくれて、この連休使わんから使ってくれていいよってさ
21:13	ゆうげん	いや申し訳ねぇ
21:13	あすか 11/19 8/11	返した時に乗って帰れるようにってゆーくんのチャリ乗って帰った
21:13	あすか 11/19 8/11	"あと、旅行中の高速代ええよーて言ってた

その代わりあんまガソリンないからガソリン入れといてくれたらーやって"
21:14	ゆうげん	[スタンプ]
21:14	あすか 11/19 8/11	ちゃんとハイオク入れてや言うてた
21:39	ゆうげん	もちろん
23:27	ゆうげん	暑すぎる

2023/09/17(日)
10:06	あすか 11/19 8/11	[写真]
10:06	あすか 11/19 8/11	[写真]
10:06	あすか 11/19 8/11	[写真]
10:06	あすか 11/19 8/11	[写真]
10:06	あすか 11/19 8/11	[写真]
10:06	あすか 11/19 8/11	[写真]

2023/09/18(月)
20:51	ゆうげん	バスの所まで来た
20:52	ゆうげん	頑張って体力治すわ
21:17	ゆうげん	間が空くけど
21:17	ゆうげん	頑張ってね
21:17	ゆうげん	無理せずに

2023/09/19(火)
10:12	あすか 11/19 8/11	パパも無理せず
12:17	ゆうげん	また
12:17	ゆうげん	きまぐれでも
12:18	ゆうげん	ギューしてな
13:42	ゆうげん	診断どうやった??
14:31	あすか 11/19 8/11	診断w
14:31	ゆうげん	検診や
14:31	あすか 11/19 8/11	何も異常なかった
14:32	ゆうげん	よかった
14:32	あすか 11/19 8/11	780g？やったかな
14:32	ゆうげん	大きくなったな
14:32	あすか 11/19 8/11	ナギかみじょうこども園入れるって
14:32	ゆうげん	いれる?はいれる?
