 8/11	これはこの色が好き
17:53	あすか 11/19 8/11	ゆーくんが準備してくれてはいるみたいやけど
17:56	ゆうげん	"お菓子はないで
包丁しか"
17:56	ゆうげん	もえみの結婚祝いも
17:57	あすか 11/19 8/11	あ、そうや、包丁や
17:57	ゆうげん	あとあやみにサンダル
17:57	ゆうげん	十分やろ
17:57	あすか 11/19 8/11	いやー、私からの気持ちってないから
17:57	あすか 11/19 8/11	あった方がいいかなって思ったりしたんやけど
17:57	あすか 11/19 8/11	迎えにも来てもらうのに。。
17:58	ゆうげん	"ええでええで
大丈夫"
17:58	ゆうげん	俺がいっぱいもていってるから
17:58	ゆうげん	國松家からってことで
17:59	あすか 11/19 8/11	わかったありがとう
18:03	あすか 11/19 8/11	今日は少しでもはやくあがれそ？
18:03	ゆうげん	もう上がって
18:03	ゆうげん	準備して空いた時間で
18:04	ゆうげん	サビ残
18:10	あすか 11/19 8/11	サビ残……またサビ残…
18:10	あすか 11/19 8/11	でも今日家出るの遅めやんね
18:10	あすか 11/19 8/11	しっかりご飯食べて少しでも一息ついてね
18:14	ゆうげん	あすかのごはん食いたいや
18:46	あすか 11/19 8/11	一緒に住んでたらね
18:46	あすか 11/19 8/11	作れるのにね
18:49	ゆうげん	じゅんぼちゅ
18:49	ゆうげん	びちゅ
18:49	あすか 11/19 8/11	準備中なのね
18:50	あすか 11/19 8/11	"バス24:00だったら
何時くらいに家出るの？"
18:54	ゆうげん	22:30
18:54	ゆうげん	かな
18:59	あすか 11/19 8/11	いつもとバス乗り場違うの？
19:00	ゆうげん	同じやで
19:00	あすか 11/19 8/11	同じなのか
19:00	あすか 11/19 8/11	いつも1時間前くらいに出てる気がしてた
19:01	ゆうげん	集合が
19:01	ゆうげん	23:45
19:01	ゆうげん	1時間前くらいやね
19:14	あすか 11/19 8/11	そなのね
19:14	あすか 11/19 8/11	[写真]
19:33	あすか 11/19 8/11	準備中？大丈夫かい？
20:15	ゆうげん	大丈夫やで
20:56	あすか 11/19 8/11	よかったです
20:56	あすか 11/19 8/11	なんか食べた？
20:56	ゆうげん	お茶漬け
20:56	ゆうげん	もう準備でけた
21:02	ゆうげん	時間まで仕事してるよー
21:14	ゆうげん	しかし疲れた
21:26	あすか 11/19 8/11	"お茶漬けしか食べてないの？
よくない"
21:26	あすか 11/19 8/11	そんな疲れた状態で帰ってくるの大丈夫なのかな
21:28	ゆうげん	明日はゆっくり過ごそ
21:28	あすか 11/19 8/11	うん
21:51	ゆうげん	トマト食いたいなぁ
21:55	ゆうげん	最近りこぴん中毒
22:02	あすか 11/19 8/11	まんまトマト？
22:13	ゆうげん	ううん
22:13	ゆうげん	あじ
22:13	ゆうげん	あ
22:13	ゆうげん	必要ならアイロン
22:13	ゆうげん	プロダクトは持ってく
22:14	あすか 11/19 8/11	トマト味か
22:14	あすか 11/19 8/11	アイロンか…了解です
22:27	ゆうげん	アイロンいらんかったらええで
22:27	ゆうげん	家出た
22:28	ゆうげん	すずしぃーーー
22:47	ゆうげん	☎ 通話時間 18:31
22:47	ゆうげん	電波悪なるから
22:47	ゆうげん	文字で行くわ
22:47	あすか 11/19 8/11	"アイロンはね、使うか悩むから
持っていくか悩む"
22:47	あすか 11/19 8/11	気をつけてね
22:48	ゆうげん	うい
22:48	あすか 11/19 8/11	バスはゆっくり寝れますように
22:48	ゆうげん	まあ一応実家にもあったはず
22:48	あすか 11/19 8/11	🙆🏼‍♀️
22:48	あすか 11/19 8/11	さっきちらっと話した感じなのでちょっと一緒に悩んでください
22:48	あすか 11/19 8/11	妊活について。。
22:49	ゆうげん	俺は早ければ早いほどいい
22:49	ゆうげん	"タイミングはあれど早い方が落ち着くのも早いしな

体力もメンタルも"
22:50	あすか 11/19 8/11	"今月タイミングとるとしたら
何がネックかというと、
どこに泊まる？てのと、
15.16だけだと不安やから
17日とかもしときたいけど
ゆーくんがテレワークとかに
できて大阪居れるのか
どうかってとこ。。"
22:50	あすか 11/19 8/11	そう、それは私もそう思う
22:51	ゆうげん	"平日ど真ん中は厳しいかもなぁ
休み挟まってたら行けるけど"
22:52	あすか 11/19 8/11	やんなー、、そこがネックだなぁ
22:52	あすか 11/19 8/11	お盆明けやしテレワークいけたら嬉しいけどね……
22:53	あすか 11/19 8/11	まぁあとは先月今月めっちゃ帰ってきてもらってるからそこがちょっとな
22:53	あすか 11/19 8/11	私も、早ければ早い方がいいなっていうのはあるんやけど
22:53	あすか 11/19 8/11	難しいかなー、、
23:11	ゆうげん	帰るのは
23:11	ゆうげん	まあバスなら2,3回分は相殺できるし
23:12	ゆうげん	帰省旅費で
23:12	あすか 11/19 8/11	"1番のネックは
泊まる場所と17日がダメっぽいってとこやな"
23:12	ゆうげん	ばしょな
23:12	ゆうげん	うーん
23:13	あすか 11/19 8/11	うーん…てなるよねー。。
23:25	ゆうげん	やば
23:25	ゆうげん	今日即寝するわ
23:26	あすか 11/19 8/11	うん、ゆっくり寝てね
23:27	あすか 11/19 8/11	お疲れ様
23:27	あすか 11/19 8/11	[スタンプ]
23:42	ゆうげん	ありがとう
23:42	ゆうげん	[スタンプ]

2022/08/06(土)
06:57	あすか 11/19 8/11	おはよ
07:03	ゆうげん	おはよう
07:03	ゆうげん	今大阪駅着いた
07:04	ゆうげん	順番で天王寺
07:07	ゆうげん	かなり早くに寝た
07:08	あすか 11/19 8/11	しっかり寝れた？
07:08	ゆうげん	爆睡熟睡
07:09	あすか 11/19 8/11	そかそか、まだもう少しかかるけどお疲れ様だよ
07:09	ゆうげん	1個目のSA以外死んでて記憶にない
07:09	ゆうげん	大阪涼しい?
07:09	あすか 11/19 8/11	おぉ、それは珍しい？
07:09	あすか 11/19 8/11	大阪どうやろね
07:09	あすか 11/19 8/11	まだなぎ寝ててエアコン着いた部屋にいてる
07:09	ゆうげん	東京今23
07:09	ゆうげん	大阪は27か
07:09	ゆうげん	ちょい涼しい
07:10	あすか 11/19 8/11	朝から元気にセミは鳴いておる
07:10	ゆうげん	もう死ぬ手前やからね
07:10	ゆうげん	あがかせてあげ
07:10	あすか 11/19 8/11	今日も明日も普通に暑そうだね大阪
07:11	あすか 11/19 8/11	"来年とかナギがセミとるって
言ったらパパよろしく"
07:11	あすか 11/19 8/11	私セミ苦手
07:11	ゆうげん	全然行けるで
07:11	あすか 11/19 8/11	カブトムシも触れない
07:11	あすか 11/19 8/11	ダンゴムシぎり
07:11	ゆうげん	来年はナギも広辞苑読んでるやろなぁ
07:11	あすか 11/19 8/11	広辞苑(笑)
07:12	あすか 11/19 8/11	まだまだ可愛く絵本か、せめて図鑑
07:12	ゆうげん	虫取りは物理的にヤバいやつ以外は行ける
07:12	あすか 11/19 8/11	[写真]
07:12	あすか 11/19 8/11	ワロタ
07:13	ゆうげん	おっさんやん
07:13	ゆうげん	飲みすぎて二日酔いの
07:13	ゆうげん	二重やな
07:13	あすか 11/19 8/11	[写真]
07:13	あすか 11/19 8/11	[写真]
07:13	あすか 11/19 8/11	[写真]
07:13	ゆうげん	相変わらずの
07:13	ゆうげん	謎ピース
07:14	あすか 11/19 8/11	[動画]
07:16	ゆうげん	いっぱい喋れるね
07:16	ゆうげん	かわい
07:50	あすか 11/19 8/11	そろそろ天王寺着く頃かな？
07:50	あすか 11/19 8/11	なぎはリンゴタイム
07:55	ゆうげん	俺は今電車乗った
07:55	ゆうげん	朝スタバしようと思ったら
07:55	ゆうげん	潰れてた
07:55	ゆうげん	ご当地の山梨食いたかった
07:56	あすか 11/19 8/11	スタバ潰れてた？
07:56	ゆうげん	移転かな
07:56	あすか 11/19 8/11	今のご当地知ってるの？
07:56	あすか 11/19 8/11	意外〜
07:56	ゆうげん	"ほうじ茶
ベリー
黒糖"
07:57	あすか 11/19 8/11	なんで知ってるん！意外
07:57	ゆうげん	亀戸の近所にできたライフの近くにスタバあるからね
07:57	あすか 11/19 8/11	そなのね
07:58	ゆうげん	亀戸クロックっていうとこにライフあるから最近そっちで買い物してる
07:58	あすか 11/19 8/11	家から近いの？
07:59	あすか 11/19 8/11	"今の3つの中やったら
私もぶどう飲みたい"
07:59	あすか 11/19 8/11	その次にほうじ茶かな
07:59	あすか 11/19 8/11	"ちんすこうが1番謎やけど
おいしいんかな"
07:59	あすか 11/19 8/11	ちんすこうバニラキャラメル
08:48	ゆうげん	ちんすこうか
08:48	ゆうげん	今準備してる
09:15	あすか 11/19 8/11	10時くらいやんね？
09:16	ゆうげん	10時ほんの少しすぎくらい
09:17	あすか 11/19 8/11	10時すぎると思ってていいのね、おけ！
09:17	ゆうげん	うん
09:17	ゆうげん	ゆっくり準備して
09:17	ゆうげん	家の前まで行くから
09:43	あすか 11/19 8/11	おけーー
09:43	あすか 11/19 8/11	ありがとうございます
09:51	ゆうげん	20分とかになりそう
09:51	あすか 11/19 8/11	了解です
09:55	ゆうげん	今家出たわ
09:55	あすか 11/19 8/11	あ、そなのね
09:55	あすか 11/19 8/11	30分くらいかかる？
10:18	ゆうげん	あとね
10:18	ゆうげん	10分くらい
10:20	あすか 11/19 8/11	了解です！
10:26	ゆうげん	助松神社
10:32	ゆうげん	着いた

2022/08/07(日)
02:41	ゆうげん	[写真]
02:41	ゆうげん	[写真]
02:41	ゆうげん	[写真]
19:37	あすか 11/19 8/11	ゆーくん今週もありがとう
19:37	あすか 11/19 8/11	楽しかったです
19:37	あすか 11/19 8/11	気をつけて帰ってね
19:37	あすか 11/19 8/11	"ゆみさんにも改めてお礼伝えておいてくださいm(_ _)m

お義母さんにはLINEします🤲🏼"
19:39	ゆうげん	オケオケ
19:40	ゆうげん	体調とメンタル
19:40	ゆうげん	気をつけてね
19:40	ゆうげん	また来週ね
19:41	あすか 11/19 8/11	帰ってきた途端義実家の居心地の良さ恋しいけど頑張ります！
19:41	あすか 11/19 8/11	ゆー君もほんと気をつけてね
19:41	あすか 11/19 8/11	お盆、無事に会えますように
19:41	ゆうげん	居心地はいいやろ
19:41	ゆうげん	國松家
19:48	あすか 11/19 8/11	[動画]
19:48	あすか 11/19 8/11	[写真]
19:48	あすか 11/19 8/11	[写真]
19:48	あすか 11/19 8/11	[写真]
19:49	あすか 11/19 8/11	"うん、居心地良い！
ゆー君汚い汚い言うけど、
全然過ごしやすい"
19:49	あすか 11/19 8/11	みんないい人やし🥲
19:57	ゆうげん	母だけやったら過ごしやすさぴかいち
20:09	あすか 11/19 8/11	ゆー君今どこいるの？
20:10	ゆうげん	なんばやで
20:10	ゆうげん	ご飯食べようとしてる
20:10	あすか 11/19 8/11	バスまで結構時間あるよね？
20:11	あすか 11/19 8/11	外食ほんと気をつけてね
20:11	ゆうげん	1時間あるね
20:11	あすか 11/19 8/11	1時間あるのね
20:11	あすか 11/19 8/11	気をつけるんだよー、食事
20:11	あすか 11/19 8/11	何食べる予定？
20:13	ゆうげん	牛丼かなぁ
20:13	ゆうげん	金ないし
20:16	あすか 11/19 8/11	牛丼か
20:16	あすか 11/19 8/11	しっかり食べてね
20:17	あすか 11/19 8/11	[写真]
20:17	あすか 11/19 8/11	これめっちゃかわいーね
20:19	ゆうげん	可愛い
20:19	ゆうげん	行けてよかった
20:57	あすか 11/19 8/11	ほんとによかったーー
20:57	あすか 11/19 8/11	連れてってくれてありがと
20:57	あすか 11/19 8/11	マイホームのことも頑張ってくれてありがとう
21:00	あすか 11/19 8/11	てか明日打ち合わせか。。
21:02	ゆうげん	頑張ろ
21:02	ゆうげん	めっちゃ頭痛い
21:02	ゆうげん	すぐに寝よ
21:16	あすか 11/19 8/11	大丈夫…？
21:16	ゆうげん	鼻うがい持ってくりゃよかった
21:16	あすか 11/19 8/11	うん、すぐ寝てね、水分もしっかりとってね
21:16	ゆうげん	ポカリ買った
21:16	あすか 11/19 8/11	鼻詰まってるから頭痛？
21:17	ゆうげん	そうやね
21:17	あすか 11/19 8/11	そなんか…
21:17	ゆうげん	鼻がしんどい
21:17	あすか 11/19 8/11	鼻いつまでもよくならんね…
21:17	ゆうげん	死ぬまで治らんかもしれんな
21:17	ゆうげん	もっかい大きい手術しないとんk
21:17	ゆうげん	な
21:17	ゆうげん	いえたって落ち着いたら
21:18	ゆうげん	するかな
21:19	あすか 11/19 8/11	どんな手術になるの？
21:19	あすか 11/19 8/11	東京でも毎日鼻うがいしてるん？
21:23	ゆうげん	わからんなぁ
21:23	ゆうげん	毎日朝と夜してる
21:23	ゆうげん	乗りました
21:24	あすか 11/19 8/11	1日2回やってるのか
21:24	あすか 11/19 8/11	良くなるなら手術してほしな
21:24	ゆうげん	そそ
21:24	ゆうげん	しようかな
21:24	あすか 11/19 8/11	ゆっくり寝れますように
21:24	ゆうげん	落ち着いたら
21:24	ゆうげん	ゆっくり寝ます
21:24	あすか 11/19 8/11	うん、良くなって欲しいほんと
21:24	ゆうげん	あすかも無理せずね
21:24	あすか 11/19 8/11	うん、ありがと
21:25	あすか 11/19 8/11	とりあえず今から梛歯磨きして寝かせます
21:25	ゆうげん	ういうい
21:25	ゆうげん	なぎ寝なさそう

2022/08/08(月)
05:23	ゆうげん	おはよう
05:23	ゆうげん	頭痛取れた
05:23	ゆうげん	良かった良かった
05:23	あすか 11/19 8/11	なぎ割りとすぐ寝て私も寝落ちしてた。。
05:24	あすか 11/19 8/11	頭痛取れたのね、よかったほんと
05:24	ゆうげん	もうちょい寝とき
05:24	あすか 11/19 8/11	油断せず無理せずね
05:24	ゆうげん	もちろん
05:25	あすか 11/19 8/11	もう東京かな？
05:26	あすか 11/19 8/11	寒い？
05:26	ゆうげん	[写真]
05:26	ゆうげん	もうちょい
05:26	あすか 11/19 8/11	おうちまで気をつけて帰ってね
05:26	あすか 11/19 8/11	お家ついたら教えてね
05:26	ゆうげん	ぬるいかんじ
05:26	ゆうげん	東京は27°
05:26	ゆうげん	まあ適温
05:26	あすか 11/19 8/11	ぬるい感じか、、
05:27	ゆうげん	早く秋にならんかな
05:27	ゆうげん	カニ食いたい
05:42	あすか 11/19 8/11	カニーーー🦀
05:42	あすか 11/19 8/11	秋冬楽しみ
05:58	ゆうげん	二度寝してもうた
06:00	ゆうげん	着いた
06:49	ゆうげん	お家ついた
06:49	ゆうげん	シャワー浴びて仕事まで
06:50	ゆうげん	ゆっくりします
07:54	あすか 11/19 8/11	おはよう
07:54	あすか 11/19 8/11	無事におうちついたのね
07:55	あすか 11/19 8/11	ほんとにお疲れ様です
07:55	あすか 11/19 8/11	窓、大丈夫そうでよかったね
07:56	ゆうげん	よかったよかった
07:56	ゆうげん	[スタンプ]
07:56	ゆうげん	結構深く寝れたから
07:56	ゆうげん	元気
08:11	あすか 11/19 8/11	今日まとめて松本さんにLINE送るね！
