1/19 8/11	今度は23日に帰ってくる？
00:15	あすか 11/19 8/11	"どれだけムカついたって、
ナギにダメって言ってることを自分がしたのも許せんし、もの投げるとか邪魔やからって押し倒す、それもナギが見てる前で、、それも許せん。
浮気と暴力(暴力とまではいかんでもそれっぽいこと)は許せんって伝えてあったのにあれもこれもするか？て思ったし


洗濯畳んでくれても元あった場所や各自の部屋に持って行ってくれてないこととか、
使った調味料いちいち元あった場所に直してくれてないこととか、
ペットボトルの蓋がいつも緩いこととか、
食洗機から出した食器を食器棚に直すとこまでしてくれんこととか、
オムツ捨てる時オムツ丸めてくれてないこととか、
丸めても無いオムツが床に置きっぱのことがある時とか、
ゴミ箱につける袋が適当でゴミ箱の中ぐちゃってることとか、
そういうゆーくんができてない小さいことは黙って私がやってるし、1~10できてなくてもやってくれたことに関しては感謝してるから残りの2とか3とか私は黙ってやってるのに、ゆーくんはいちいち小さいこと言ってくるし、言ってくる=私何もしてないと思ってるんかな？て嫌な気持ちになるし、別にお互いできることやってできてないとこは黙って補っていけばいいのにっていっつも思ってるし


私もゆーくんに対して、
私が苦なくできるからゆーくんだってできるやろって勝手に思ってしまって押し付けてしまうこともあるけど、そうしてしまった時には謝ってるよ、
この前も、片付けながらナギ見るの私はできるけどゆーくんはできひんって言うから、それに対してできるって思って任せてごめんって言ったしそれ以降はゆーくんが片付けてる時や私とゆーくんが作り物してる時、毎回私がナギみてるよ

この前も、
「私のタイミングでやるから置いといて」って言ってるのに置いといてくれへんかったことに対して「言ってること聞かれへんねやったら帰れや」って言ってしまって、私も言い方は悪かったけど…ていう話はしたよ、でもゆーくんは俺は悪いことしてないから謝らんって言ったよね。

私は、私が悪いと思ってやったことじゃなくてもゆーくんが嫌に感じたり喧嘩のきっかけになってしまったらそれを受け入れて謝って改善しようと意識してるんよ

でもゆーくんは流れに身を任せ改善も何も考えてないでしょ？
あすかが嫌な思いしたなら謝ろうとか思わんでしょ？

そういうとこも嫌。"
00:19	あすか 11/19 8/11	"私とゆーくんは違う人間やし、気になることや嫌に思うことが違うのも当たり前

だから受け入れ合って
補い合ってやっていけばいいし

合わんかったとこは擦り寄せたりしていかなあかん

自分は平気やからって相手も平気とは限らんし

だから相手が嫌やと思ったことに対しては悪いって思ってなくても一旦謝りたいって気持ちを持たなきゃいけないって私は思ってる


ゆーくんは

俺は合ってるか、俺は間違ったことしてないから、だから謝らん。とか。

俺間違ってるか？間違ってないよな？って圧のある言い方するとか。

そういうとこも苦手"
00:19	ゆうげん	"まず洗濯はどこに治してるのかわからん

調味料はだいたい直してる
どれがでっぱか教えてくれ

食洗機から出たものはまだしめったりしてるから置いてる

オムツは基本占めてる
そんな毎回見てるの?

オムツ置きっぱはありえない
捨ててる

ゴミ箱の付け方わからんから

そしてこの中で聞いたことあるのオムツの巻き方だけや"
00:20	ゆうげん	"タイミングは別にいいけど汚れっぱはシミになる
それを直せって言ってるの"
00:21	あすか 11/19 8/11	"私がこうして伝えたって
そうやって俺はやってるって
言うから、

あー、ほんまこの人は
人のことばっか見て
自分のこと見えてないなぁ
って思うし

伝えるのも嫌になる"
00:21	ゆうげん	ならあすかが全部正しいと胸を張れるのか?
00:21	ゆうげん	張れるなら謝る
00:21	ゆうげん	いや普通に回答しただけやん
00:21	あすか 11/19 8/11	"言えないよ

言えないから、ゆーくんに対してそういう小さいことはいちいち伝えずにわたしがやってるし、それに関してはなーんも思ってない"
00:22	ゆうげん	なんも思ってないならなんで今言ってるの?
00:23	あすか 11/19 8/11	"やってくれてない事に何か思ってる訳じゃなくて、

私はやってくれて無くても黙ってやるし1~10じゃなくても1~8やってくれてるだけで感謝してるからできてない2とか3に対していちいち文句言わないよ、でもゆーくんは小さいこといちいち言ってくるよね

って言ってるだけ"
00:24	あすか 11/19 8/11	聞いたことあるのオムツの巻き方だけなのも、私がわざわざ言ってないからよ、言わなくても私がやればいいと思ってるから言ってない
00:24	ゆうげん	"小さくないやん
台所は白くてシミが着いたら目立つし取れないから先取ってけって話"
00:24	ゆうげん	"床のシミも机のシミも
モールテックスのシミも"
00:24	ゆうげん	取り返しつかへんことやん俺が言ってるの
00:25	ゆうげん	トイレの裏や便座の裏も
00:25	ゆうげん	こびりついたら取れへん
00:25	ゆうげん	"それを流したり
トイレする姿勢気をつけたらいいやん"
00:26	ゆうげん	排水溝も一度カビたりしたらかびやすくなる
00:26	あすか 11/19 8/11	モールテックスだって、ゆーくん自分完璧に取り扱えてると思ってるんかも知らんけど、完全にゆーくんがつけたシミだってあるよ？ゆーくんが帰ってきて手洗った後とか洗面めっちゃ濡れてることだってあるし
00:26	ゆうげん	髪の毛も週一回取らないとカビの元
00:26	ゆうげん	モールテックスは基本水じゃなくて洗剤でシミになる
00:27	ゆうげん	あとは化粧水とかオイル
00:27	ゆうげん	それは気をつけて取ってる
00:27	ゆうげん	Aesopの下とかめっちゃ染み残ってるやろ
00:27	ゆうげん	それは俺じゃない
00:29	あすか 11/19 8/11	"小さいと感じるも大きいと感じるも人それぞれやし私がもし洗濯もタメっぱなし洗い物もいつなりためてる掃除機も全くかけてないゴミも出さずに何週間もためてるとかしてるならそれはもうゆーくんに何言われてもしゃーないって思うけど、そこまでしてないし特に毎日使うキッチンは綺麗にしてるつもりやしトイレもお風呂も全く何もやってなくないのにやれてない瞬間を見ては言ってこられるのもなぁとか思う

別に、補い合えば良くない？いちいち言わんでも。って思う"
00:30	あすか 11/19 8/11	シカクリームやっけ、あれ私使わんけどあれ置いてた下に染み付いてるよ
00:32	ゆうげん	シカクリームは容器の上置いてるやん
00:32	あすか 11/19 8/11	え、置いてなかったで、モールテックスにあったからそこに染み付いてるで
00:32	ゆうげん	コンクリート調の容器
00:32	ゆうげん	写真くれ
00:32	ゆうげん	どれや
00:33	あすか 11/19 8/11	いつ使ったんか知らんけど、気づいた時にはシミになってたよ、だから一応その容器にシカクリーム移動させたけど、シミになってるよ
00:33	ゆうげん	どれ
00:34	あすか 11/19 8/11	[写真]
00:34	あすか 11/19 8/11	この上にシカクリーム？置いてあったよ
00:35	ゆうげん	これいつからよ
00:35	ゆうげん	流石に気づくわこんなん
00:38	ゆうげん	んで俺がやってたなら謝る
00:38	ゆうげん	ごめん
00:38	ゆうげん	でも気づいたなら対応してや
00:38	ゆうげん	聞いてやシミ取り方法
00:43	あすか 11/19 8/11	気付いてすぐシミ取り方法調べんかったり聞かんかったりしたのはごめんって思うけど
00:44	あすか 11/19 8/11	こういうのこれから何十年も住んでいって全くゼロにはできんのじゃないかとは思う
00:45	あすか 11/19 8/11	子どももまだまだ小さいしこの先反抗期とかで言うこと聞かん時やあれこれ雑な時だってあるし、、
00:46	ゆうげん	ゼロに出来へんのやったら対処したらいいやん
00:46	ゆうげん	治し方
00:46	ゆうげん	調べたらいいやん
00:46	あすか 11/19 8/11	"それをいちいち怒ったりするのはやめよって思う

シミにならんような素材選んで生活しやすくしするっていう選択もできた中であれにしたし"
00:46	ゆうげん	"いや
基本はせんようにしようや"
00:46	ゆうげん	仕方なくは無い
00:47	あすか 11/19 8/11	多少は味とみて行かなモールテックスはまじ使えんよ
00:47	ゆうげん	特に凹みや折れ、欠けなんかは修復にお金かかる
00:47	ゆうげん	直せるもんは治したらいいやん
00:47	ゆうげん	なんで対処しようとしない
00:48	ゆうげん	ほっとくのは違うやん
00:50	あすか 11/19 8/11	"お互いの実家とかだってそやけど、そりゃ何人もで住んでたらあれこれ壊されたり汚されたりするもんやし

それをお母さん(主に家管理してる人)を責めるとかはやめよ

対策や対処方法調べるとかも含め。

気になる人がやろうよって思う


私はすぐに対処したいと思うほど気にとめれんかったってのがある、それでゆー君に嫌な思いさせてるのは申し訳ないけどこれが私っていうか、いちいち気にしてれんかった深く"
00:52	ゆうげん	"いや
基本は予防
汚れたら対処
それ以外はないやろ"
00:53	あすか 11/19 8/11	"だからそれも、汚れが気になる箇所や散らかしたくない箇所も人それぞれなんじゃないかな

自分が思うこと=相手も思ってるとか

自分が当たり前のようにやること=相手も当たり前にやってくれる

ではないから

そこはお互い気をつけて言い方も気をつけないとよね"
00:53	ゆうげん	俺の基準はお金
00:54	ゆうげん	修復にお金かかるのが嫌
00:54	ゆうげん	それだけ気をつけて
00:55	ゆうげん	あとは水周り
00:55	ゆうげん	これは普通に不衛生
00:55	ゆうげん	これも最優先で気をつけて
01:06	あすか 11/19 8/11	私だって気になるから全くやって無くはない
01:09	あすか 11/19 8/11	"ただ常に子どもがいる生活の中で一人の時と同じようにできるわけじゃないし家事＜子どもになることもあるし家事を細かく言われると負担にも感じるし完璧は求めないでほしいしゆーくんに対しても完璧は求めてない

てのもわかっててほしい"
01:14	ゆうげん	完璧ではないよ
01:14	ゆうげん	なら決めよう
01:15	ゆうげん	"お風呂は週一
トイレも週一
洗面は週2
キッチンも週2"
01:15	ゆうげん	は掃除して
01:15	ゆうげん	俺がおったら俺がやるけど
01:16	ゆうげん	おらん時はやって
01:16	ゆうげん	特にお風呂トイレは絶対やって
01:16	ゆうげん	まじで汚れが染み付くから
01:16	ゆうげん	ソファも週2
01:16	ゆうげん	ダニが湧く
01:16	ゆうげん	ハウスダストになる
01:21	あすか 11/19 8/11	意識はする
01:34	あすか 11/19 8/11	"小さい子どもがいる中で妊婦になるのも子どもが二人になるのもやっぱりお互い大変なるから、喧嘩なる回数増えるんじゃないかとか、そういう不安もそりゃあるからさ

そこをお
